,OBJID,RA_PSEUDOHOST,DEC_PSEUDOHOST,Z,ZERR,ZWARN,DELTACHI2,SPECTYPE
1823,A202105181423407m005842,215.9198508545172,-0.9786892304033092,,,,,
1824,A202105151440385p022835,220.1577895925772,2.4661275208955677,,,,,
1825,A202105151438022p011248,219.5091593760428,1.2133888265480064,,,,,
1826,A202103221415547m004927,213.977844338984,-0.8316393935235389,,,,,
1827,A202104061425191m023726,216.3393687265201,-2.6292324272533065,,,,,
1828,A202105061356214p050050,209.0894667859404,5.013989557624855,1.64072441488879,0.000344281251242432,1028,6.5654598079127,GALAXY
1829,A202103221441078m034651,220.28276539906392,-3.781018772412586,0.409799962223951,5.88634958439927e-05,0,1640.19241797738,QSO
1830,T202103221451408m020026,222.91952366154425,-2.0049579168265743,,,,,
1831,T202104061443579m010820,220.9818348417312,-1.134965098320343,1.09615274218656,8.1302313076907e-05,0,66.9544916413724,GALAXY
1832,A202103221443089m032707,220.7942041551429,-3.462833303302774,,,,,
1833,A202105241158256p004820,179.60669082956844,0.8056162535697547,0.199776132777175,2.44745908598288e-05,0,4963.24530545622,QSO
1834,A202105241201303p011138,180.3765777074304,1.194105310443315,0.0777992269192317,1.04468456678568e-05,0,87650.4068783149,QSO
1835,A202103221428092m024719,217.0368467570944,-2.8000799563358885,,,,,
1836,A202105271209206p005820,182.33567756670828,0.9723120197854368,0.687525517351117,7.58337261530355e-05,0,206.410915255547,GALAXY
1837,A202105271220429p002238,185.1789191686272,0.377366017211481,,,,,
1838,A202103221418540m000241,214.7237619764651,-0.0447297173549775,,,,,
1839,A202103221425017m024336,216.25578703721547,-2.719061878400292,,,,,
1840,T202104151420215p014409,215.0910343671118,1.7353413826338404,,,,,
1841,A202104061434203p033632,218.5884953958206,3.583916214655011,,,,,
1842,A202103221436217m014328,219.0848231302203,-1.7316894595515235,,,,,
1843,A202103221418493m013842,214.7007190640746,-1.6285851957349191,,,,,
1844,T202105241206426p015843,181.6781272574649,1.9765179236623736,,,,,
1845,A202103221410106m031223,212.53605870647505,-3.183962240577588,,,,,
1846,A202104291415089p002113,213.784637220452,0.356686963409384,0.313591956723641,4.66602835646768e-05,0,948.819446498295,GALAXY
1847,A202103221416365p011324,214.1521442574824,1.2235998307249218,,,,,
1848,T202103221418520m024521,214.7221369046384,-2.759865186975418,,,,,
1849,A202105181445514m022644,221.46441773852223,-2.44569683203232,0.547588601707375,4.39161639310132e-05,0,1208.66287428141,QSO
1850,T202104271202076m015516,180.5254458038571,-1.9326014495805737,,,,,
1851,A202105121441233m022821,220.34172918586063,-2.4800663498992765,,,,,
1852,A202104271212466p001541,183.19429389614515,0.2616657450384037,2.63466288758472,9.38690336299992e-05,0,24584.2074529678,QSO
1853,A202103221413138m011130,213.30419893084968,-1.1808628600709845,,,,,
1854,T202105271216241p011912,184.1040114386013,1.318172250583338,,,,,
1855,A202103221455234m005922,223.84747468575728,-0.9894748750873597,,,,,
1856,A202103221408044m032819,212.01166977916563,-3.466807144309961,,,,,
1857,A202104061437505m001138,219.46238543755925,-0.1906183980924901,,,,,
1858,T202103221429023p023342,217.2651093768528,2.583869221024873,,,,,
1859,A202104091420122m005814,215.05275745701204,-0.9711875226316068,,,,,
1860,A202105271213133m021015,183.3057573945204,-2.1711020968403143,,,,,
1861,A202103221408578m005300,212.2411746272616,-0.8833877244271285,0.635929993172099,6.16206316470086e-05,0,1455.75923077762,QSO
1862,T202105121446450p002414,221.6822336052748,0.3990104945845972,,,,,
1863,A202103221431564m034803,217.9873470254796,-3.7862315115453327,,,,,
1864,T202104271217522m005428,184.466649394434,-0.9071585316478524,0.0211294829788066,2.4909906801306e-06,0,6287.17250804976,GALAXY
1865,A202104061429183p030128,217.3263352966505,3.0244980473780325,1.63663703393621,0.000120506306936462,0,9.69673305004835,GALAXY
1866,T202105241208462m021754,182.18636397077307,-2.3114337576569044,,,,,
